,name,city,country,latitude,longitude,starbucks,starbucks_lat,starbucks_lon
356,GreenNote,Mather,USA,37.492685,-122.227765,Starbucks,37.490422,-122.225101
357,M:Metrics,Seattle,USA,47.620716,-122.347533,Starbucks,47.62103949999999,-122.3507743
358,B-hive Networks,San Mateo,USA,37.536402,-122.325129,Starbucks,37.534018,-122.326154
359,Cloudcity,St Albans,GBR,51.750141,-0.280535,,,
360,TeleFlip,Santa Monica,USA,34.01695,-118.451933,Starbucks,34.019731,-118.454721
361,Ozmo Devices,Palo Alto,USA,37.446152,-122.117722,,,
362,Backblaze,Palo Alto,USA,37.44296,-122.151198,,,
363,Inertia Beverage Group,Napa,USA,38.223032,-122.261642,,,
364,TuneCore,Brooklyn,USA,40.704382,-73.986572,,,
365,Gamook,Menlo Park,USA,37.41924,-122.208414,,,
366,Cooliris,Palo Alto,USA,37.421447,-122.141604,,,
367,Crowd Science,San Jose,USA,37.419041,-122.087471,,,
368,Crowd Science,Toronto,CAN,43.712309,-79.399538,Starbucks,43.711013,-79.3990309
369,WSO2,Palo Alto,USA,37.390918,-122.080843,Peet's Coffee,37.3909601,-122.0811103
370,WSO2,,GBR,50.8472228,-0.919424,,,
371,BumpTop,Toronto,CAN,43.648786,-79.3777473,Starbucks,43.64928219999999,-79.3782595
372,Limbo,Burlingame,USA,37.580304,-122.343679,Starbucks,37.579393,-122.346144
373,BrandYourself,New York,USA,42.275263,-71.24762,,,
374,CohesiveFT,Chicago,USA,41.882401,-87.637816,Starbucks,41.88089100000001,-87.638897
375,StartForce,San Francisco,USA,37.796164,-122.420903,Starbucks,37.796758,-122.422096
376,Pivot,Cambridge,USA,42.364367,-71.078978,Starbucks,42.367459,-71.076111
377,SquareClock,Asnieres sur seine,FRA,48.9064804,2.2860418,,,
378,Tapulous,Palo Alto,USA,37.444332,-122.161018,Starbucks,37.446791,-122.160561
379,be2,Munich,DEU,51.578714,8.093765,,,
380,Nimbit,Framingham,USA,42.272486,-71.424992,,,
381,Codefast,San Jose,USA,37.316466,-121.873881,Starbucks,37.315392,-121.872396
382,HireVue,South Jordan,USA,40.554467,-111.9137871,,,
383,HealthiNation,New York,USA,40.739341,-73.988357,Starbucks,40.740194,-73.986767
384,Hyperic,Palo Alto,USA,37.4027811,-122.1441615,,,
385,Zenoss,Annapolis,USA,38.97639,-76.503171,,,
386,Zenoss,Austin,USA,30.379593,-97.765313,,,
387,CrimeReports,Salt Lake City,USA,40.726342,-111.858835,,,
388,Stardoll,Stockholm,SWE,59.345553,18.037611,,,
389,Vivaty,Menlo Park,USA,37.48032,-122.178371,,,
390,Boxee,Tel Aviv,ISR,32.0554,34.7595,,,
391,Boxee,New York,USA,40.745064,-73.992637,Starbucks,40.74525,-73.99086799999999
392,Bambuser,Stockholm,SWE,59.332788,18.064488,Starbucks,59.3322352,18.0686288
393,Trusera,Seattle,USA,47.617122,-122.305994,Starbucks,47.618084,-122.3038941
394,Jibe Mobile,Mountain View,USA,37.4186097,-122.0937686,,,
395,SpikeSource,Mountain View,USA,37.510805,-122.203744,,,
396,CrestaTech,Santa Clara,USA,37.383368,-121.980186,,,
397,Keibi Technologies,San Francisco,USA,37.787646,-122.402759,Starbucks,37.7884614,-122.4034092
398,BountyJobs,New York,USA,40.754211,-73.97917,Starbucks,40.753901,-73.97869299999999
399,VBS TV,Brooklyn,USA,40.720764,-73.957968,Starbucks Reserve,40.718005,-73.958219
400,Imagekind,Raleigh,USA,47.617732,-122.357317,,,
401,Aloqa,Munich,DEU,48.1281209,11.5677288,,,
402,Aloqa,Palo Alto,USA,37.43938,-122.158804,,,
403,FlyCast,Lancaster,USA,40.039353,-76.307448,Starbucks,40.03996739999999,-76.305441
404,My Damn Channel,New York,USA,40.754762,-73.988543,Starbucks,40.754361,-73.987257
405,My Damn Channel,El Segundo,USA,33.9019543,-118.3872018,Starbucks,33.902255,-118.383561
406,Mezmeriz,Ithaca,USA,42.485193,-76.458553,,,
407,Fortisphere,Chantilly,USA,38.87804,-77.436151,,,
408,Aylus Networks,Westford,USA,42.559391,-71.432373,,,
409,Posterous,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347
410,Open Places,San Francisco,USA,37.758352,-122.398379,,,
411,Genbook,San Francisco,USA,37.789902,-122.4007791,Starbucks,37.7896675,-122.4019931
412,TweetDeck,London,GBR,51.5001524,-0.1262362,,,
413,Flowgram,San Francisco,USA,37.7710177,-122.4025976,Starbucks,37.770242,-122.403458
414,Neato Robotics,Newark,USA,37.414232,-122.0875443,,,
415,Wahanda,London,GBR,41.792265,1.996567,,,
416,Bitly,New York,USA,40.74034,-74.00721,Starbucks Reserve New York Roastery,40.7405581,-74.0059674
417,Flat World Knowledge,Irvington,USA,41.091306,-73.923422,,,
418,Involver,San Francisco,USA,37.788653,-122.401333,Starbucks,37.788673,-122.400874
419,Riot Games,Culver City,USA,34.0025911,-118.3942383,,,
420,Blue Lava Technologies,Honolulu,USA,21.309419,-157.86318,Starbucks,21.3081809,-157.8622324
421,Streetline,San Francisco,USA,37.782085,-122.409747,Starbucks,37.7841086,-122.4076337
422,neoSaej,Burlington,USA,42.485691,-71.19862,,,
423,Zendesk,San Francisco,USA,55.676294,12.568116,Starbucks,55.6767348,12.5689913
424,muzu tv,Dublin,IRL,53.341987,-6.262682,Starbucks,53.3417906,-6.263546499999999
425,muzu tv,London,GBR,51.513678,-0.13063,Starbucks Coffee,51.5127331,-0.1333425
426,muzu tv,New York,USA,40.757716,-73.972321,Starbucks,40.756836,-73.97283
427,LiquidTalk,Chicago,USA,41.831001,-87.626918,Starbucks,41.830872,-87.62674799999999
428,BlogHer,Belmont,USA,37.491356,-122.228843,Starbucks,37.490422,-122.225101
429,Cherwell Software,Colorado Springs,USA,39.010667,-104.81628,,,
430,Lexy,San Francisco,USA,37.786906,-122.397672,Starbucks,37.784833,-122.39996
431,Eye-Fi,Mountain View,USA,37.392428,-122.072479,,,
432,CarbonFlow,San Francsico,USA,37.779097,-122.39365,Starbucks,37.777035,-122.393641
433,CarbonFlow,Sydney,AUS,-33.867139,151.207114,Starbucks,-33.8652185,151.2054493
434,CarbonFlow,London,GBR,51.500152,-0.126236,,,
435,Huddler,San Francisco,USA,37.7893215,-122.4013624,Starbucks,37.788673,-122.400874
436,Prezi,Budapest,HUN,47.490346,19.059078,Starbucks Egyetem tér,47.490961,19.059113
437,Anvato,Mountain View,USA,37.400689,-122.0572,,,
438,Zorap,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347
439,Zorap,Falmouth,USA,43.6910137,-70.2694636,,,
440,Hunch,New York,USA,40.741179,-73.993182,Starbucks,40.741873,-73.993326
441,Local Marketers,Seattle,USA,47.5989681,-122.3329036,Starbucks,47.59907,-122.3326739
442,ngmoco,San Francisco,USA,37.7705096,-122.4015807,Starbucks,37.770242,-122.403458
443,LeisureLogix,Tampa,USA,28.032975,-82.64611,Starbucks,28.0328913,-82.64787319999999
444,SkyGrid,Sunnyvale,USA,37.40754,-122.010958,,,
445,dynaTrace software,Waltham,USA,42.391389,-71.270987,,,
446,dynaTrace software,Linz,AUT,48.3295209,14.3194706,,,
447,SpiderOak,Northbrook,USA,42.142261,-87.862305,,,
448,MyFrontSteps,Saskatoon,CAN,52.143886,-106.6634565,,,
449,Cazoodle,Champaign,USA,40.090814,-88.239866,,,
450,Hyper9,Austin,USA,30.387353,-97.753163,,,
451,Koolanoo Group,Beijing,CHN,39.905556,116.395833,,,
452,InstallFree,Stamford,USA,41.073034,-73.550452,,,
453,Likewise Software,Bellevue,USA,47.582658,-122.135282,Starbucks,47.581863,-122.1348989
454,Integrate,Scottsdale,USA,40.7481039,-74.0353787,,,
455,ZManda,Sunnyvale,USA,37.3725243,-122.035963,Starbucks,37.37422,-122.032769
456,ELDR Media,Corte Madera,USA,37.9260091,-122.5162892,Starbucks,37.927706,-122.517131
457,Synchronica,Berlin,DEU,52.494722,13.398514,,,
458,Synchronica,Raleigh,USA,35.868807,-78.615986,,,
459,Synchronica,Campbell,USA,37.275604,-121.952034,,,
460,Envysion,Louisville,USA,39.97764,-105.13114,,,
461,BitWave,Lowell,USA,42.616152,-71.325869,,,
462,Occipital,Boulder,USA,40.018145,-105.278109,Starbucks,40.018733,-105.276647
463,Atigeo,Bellevue,USA,47.6174533,-122.2016685,Starbucks,47.6170443,-122.2021678
464,UBmatrix,Redwood City,USA,37.522281,-122.258139,,,
465,Lyft,San Francisco,USA,37.7899027,-122.4007846,Starbucks,37.7896675,-122.4019931
466,Jumptap,Boston,USA,42.368633,-71.075305,Starbucks,42.367459,-71.076111
467,Jumptap,New York City,USA,40.751478,-73.980305,Starbucks,40.7520837,-73.9811661
468,HammerKit,Helsinki,FIN,60.16441,24.910863,,,
469,StudioNow,Nashville,USA,36.13996,-86.796377,,,
470,GoodGuide,San Francisco,USA,37.7983181,-122.4000032,Starbucks,37.797718,-122.401083
471,Tweegee,Ramat Gan,ISR,32.037363,34.8003705,,,
472,Picateers,San Mateo,USA,37.5574,-122.301914,,,
473,Big Stage,South Pasadena,USA,34.111471,-118.174878,,,
474,Lolapps,San Francisco,USA,37.7870923,-122.3999719,Starbucks,37.787764,-122.401087
475,Connectbeam,Mountain View,USA,37.401818,-122.050565,,,
476,Geodelic Systems,Los Angeles,USA,34.005914,-118.488129,,,
477,Helpstream,Mountain View,USA,37.418262,-122.087859,,,
478,Hangout Industries,Boston,USA,42.352835,-71.0609612,Starbucks,42.3532457,-71.057698
479,Pixelpipe,San Francisco,USA,37.764395,-122.401024,Starbucks,37.7658845,-122.4034908
480,Cazoodle,Champaign,USA,40.090814,-88.239866,,,
481,Hyper9,Austin,USA,30.387353,-97.753163,,,
482,Koolanoo Group,Beijing,CHN,39.905556,116.395833,,,
483,InstallFree,Stamford,USA,41.073034,-73.550452,,,
484,Likewise Software,Bellevue,USA,47.582658,-122.135282,Starbucks,47.581863,-122.1348989
485,Integrate,Scottsdale,USA,40.7481039,-74.0353787,,,
486,ZManda,Sunnyvale,USA,37.3725243,-122.035963,Starbucks,37.37422,-122.032769
487,ELDR Media,Corte Madera,USA,37.9260091,-122.5162892,Starbucks,37.927706,-122.517131
488,Synchronica,Berlin,DEU,52.494722,13.398514,,,
489,Synchronica,Raleigh,USA,35.868807,-78.615986,,,
490,Synchronica,Campbell,USA,37.275604,-121.952034,,,
491,Envysion,Louisville,USA,39.97764,-105.13114,,,
492,BitWave,Lowell,USA,42.616152,-71.325869,,,
493,Occipital,Boulder,USA,40.018145,-105.278109,Starbucks,40.018733,-105.276647
494,Atigeo,Bellevue,USA,47.6174533,-122.2016685,Starbucks,47.6170443,-122.2021678
495,UBmatrix,Redwood City,USA,37.522281,-122.258139,,,
496,Lyft,San Francisco,USA,37.7899027,-122.4007846,Starbucks,37.7896675,-122.4019931
497,Jumptap,Boston,USA,42.368633,-71.075305,Starbucks,42.367459,-71.076111
498,Jumptap,New York City,USA,40.751478,-73.980305,Starbucks,40.7520837,-73.9811661
499,HammerKit,Helsinki,FIN,60.16441,24.910863,,,
500,StudioNow,Nashville,USA,36.13996,-86.796377,,,
501,GoodGuide,San Francisco,USA,37.7983181,-122.4000032,Starbucks,37.797718,-122.401083
502,Tweegee,Ramat Gan,ISR,32.037363,34.8003705,,,
503,Picateers,San Mateo,USA,37.5574,-122.301914,,,
504,Big Stage,South Pasadena,USA,34.111471,-118.174878,,,
505,Lolapps,San Francisco,USA,37.7870923,-122.3999719,Starbucks,37.787764,-122.401087
506,Geodelic Systems,Los Angeles,USA,34.005914,-118.488129,,,
507,Connectbeam,Mountain View,USA,37.401818,-122.050565,,,
508,Helpstream,Mountain View,USA,37.418262,-122.087859,,,
509,Hangout Industries,Boston,USA,42.352835,-71.0609612,Starbucks,42.3532457,-71.057698
510,Pixelpipe,San Francisco,USA,37.764395,-122.401024,Starbucks,37.7658845,-122.4034908
511,LiveHive Systems,Waterloo,CAN,43.474686,-80.521246,Starbucks,43.4763516,-80.5253082
512,Buzzd,New York,USA,40.733928,-73.991334,Starbucks,40.7350543,-73.98980399999999
513,Metranome,Waterloo,CAN,43.494754,-80.530888,,,
514,Cliqset,Jacksonville,USA,30.310978,-81.657707,,,
515,Gowalla,Austin,USA,30.2729209,-97.7443863,Starbucks,30.271906,-97.74116099999999
516,Ziva Software,Bangalore,IND,12.973784,77.64359,,,
517,Brightstorm,San Francisco,USA,37.804619,-122.371203,,,
518,Vertica Systems,Billerica,USA,42.543932,-71.278698,,,
519,CityVoter,Cambridge,USA,42.358184,-71.106389,,,
520,Heatwave Interactive,Austin,USA,30.297775,-97.762921,,,
521,PicApp,San Francisco,USA,37.79402,-122.4031242,Starbucks,37.792846,-122.404304
522,Groupon,Chicago,USA,41.8965162,-87.643622,Starbucks,41.896293,-87.641201
523,Finsphere,Bellevue,USA,47.614761,-122.198904,Starbucks,47.6142511,-122.1991481
524,Smule,San Francisco,USA,37.779624,-122.391236,Starbucks,37.777035,-122.393641
525,Radionomy,Brussels,BEL,50.831147,4.33511,,,
526,EyeSpot,Torrance,USA,33.84406,-118.322959,,,
527,FamilyLink,Provo,USA,40.250096,-111.643179,,,
528,One Season,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347
529,Avaak,San Diego,USA,32.897274,-117.201076,,,
530,Reframe It,San Francisco,USA,37.782163,-122.400591,Starbucks,37.784833,-122.39996
531,Poptent,Conshohocken,USA,40.0018743,-75.2747196,Starbucks,40.002228,-75.274686
532,kooaba,Z&#252;rich,CHE,47.389909,8.516049,,,
533,Nexenta Systems,Santa Clara,USA,37.444098,-122.161287,Starbucks,37.446791,-122.160561
534,Britely,Palo Alto,USA,37.458766,-122.172519,,,
535,Sentrigo,Santa Clara,USA,37.55911,-122.303493,,,
536,Sentrigo,Woburn,USA,42.508719,-71.144313,,,
537,DubMeNow,Viena,USA,38.916336,-77.230488,,,
538,Siri,San Jose,USA,37.320052,-121.877636,,,
539,Vuclip,Milpitas,USA,37.406027,-121.918642,,,
540,Vuclip,New Delhi,IND,28.635308,77.22496,Amalgamated Bean Coffee Trading Co Ltd,28.632768,77.222728
541,Vuclip,Mumbai,IND,19.0759837,72.8776559,,,
542,Booyah,San Francisco,USA,37.420728,-122.2103414,,,
543,Formspring,San Francisco,USA,39.9052263,-86.0547016,Starbucks,39.905484,-86.051715
544,For Your Imagination,New York,USA,40.744594,-73.989698,Starbucks,40.743839,-73.988846
545,ReverbNation,Durham,USA,36.002893,-78.904075,,,
546,ReverbNation,New York,USA,40.718888,-74.001169,Starbucks,40.718252,-73.999961
547,SureSpeak,Chicago,USA,41.889183,-87.632519,Starbucks,41.89016000000001,-87.63125099999999
548,C4M,Marseille,FRA,43.30758,5.387345,,,
549,Pumant,Birmingham,GBR,52.482932,-1.893621,Starbucks,52.48035530000001,-1.8970158
550,Pumant,Buenos Aires,ARG,-34.611781,-58.417309,,,
551,Games2Win,"Tardeo,Mumbai",IND,18.9742904,72.8127265,,,
552,Ozone Media Solutions,Mumbai,IND,19.017656,72.856178,,,
553,Ozone Media Solutions,Bangalore,IND,12.971606,77.594376,,,
554,Awdio,Paris,FRA,48.887534,2.356288,,,
555,DocVerse,San Francisco,USA,37.788115,-122.397141,Starbucks,37.789545,-122.397592
556,Yipit,New York,USA,40.744618,-73.987764,Starbucks,40.7449904,-73.9868247
557,Open-Xchange,Tarrytown,USA,41.0662835,-73.8625452,,,
558,Open-Xchange,Olpe,DEU,51.029415,7.850863,Kaufland Olpe,51.0289112,7.850842900000001
559,Open-Xchange,Nuremberg,DEU,49.4605351,11.0823953,,,
560,GetBack,Los Angeles,USA,34.0342337,-118.4536137,,,
561,TRX Systems,Greenbelt,USA,38.9916581,-76.879257,Starbucks,38.992202,-76.87811599999999
562,DeepDyve,Sunnyvale,USA,37.377787,-122.029217,Starbucks,37.37645,-122.031566
563,Populis,Rome,ITA,41.8663418,12.4972454,,,
564,One True Media,Redwood City,USA,37.485824,-122.212095,,,
565,Trustpilot,Copenhagen V,DNK,55.6739617,12.5605372,Starbucks,55.6728822,12.5642771
566,PeerApp,Newton,USA,42.3127142,-71.2252014,,,
567,Clearleap,Duluth,USA,34.070164,-84.058708,,,
568,Kynetx,Lehi,USA,40.4273613,-111.8967224,,,
569,Rollstream,McLean,USA,38.872668,-77.367981,,,
570,Imagine Communications,San Diego,USA,32.9388917,-117.2398594,,,
571,Amadesa,Evanston,USA,42.055849,-87.694664,,,
572,Movirtu,London,GBR,51.5499708,-0.1815999,Starbucks,51.5477021,-0.1825006
573,Movirtu,Noida,IND,28.5821195,77.3266991,,,
574,AutoVirt,Nashua,USA,42.7370219,-71.4872976,,,
575,WiChorus,San Jose,USA,37.409096,-121.943191,Starbucks,37.406443,-121.941791
576,ZeroTurnaround,Tartu,USA,58.3820542,26.731054,,,
577,Momail,Stockholm,SWE,59.3359806,18.075506,Starbucks,59.3343654,18.0710073
578,Synthesio,New York,USA,40.7431836,-73.9935011,Starbucks,40.743592,-73.992076
579,Virtual Bridges,Austin,USA,30.27995,-97.807274,,,
580,People Capital,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802
581,expressor software,Burlington,USA,42.485102,-71.211568,Starbucks,42.4863948,-71.2121944
582,mFoundry,Larkspur,USA,37.862592,-122.493561,Starbuck Canvas Works,37.8634803,-122.4919706
583,REMOTV,New Haven,USA,41.3215202,-72.9294232,,,
584,PrestaShop,Levallois-Perret,FRA,48.8687217,2.3593849,,,
585,Viigo,Toronto,CAN,43.6490004,-79.3723339,Starbucks,43.6487479,-79.37251189999999
586,Modelinia,New York,USA,40.739867,-73.990024,Starbucks,40.740442,-73.99122799999999
587,Broadchoice,San Mateo,USA,37.553743,-122.300246,,,
588,Allegiance,South Jordan,USA,40.554923,-111.9032625,,,
589,Coveroo,San Francisco,USA,37.770067,-122.407603,,,
590,RideCharge,Alexandria,USA,38.814329,-77.038605,,,
591,StockTwits,San Diego,USA,32.7161896,-117.168697,Starbucks,32.7159756,-117.1688525
592,Rudder,Houston,USA,29.739322,-95.444747,Starbucks,29.741458,-95.447541
593,Green Apple Media,Dublin,IRL,53.3438298,-6.2689465,,,
594,Proclivity Systems,New York,USA,40.738954,-73.992,Starbucks,40.740442,-73.99122799999999
595,mPay Gateway,Minneapolis,USA,44.98983,-93.2743,,,
596,Plusmo,Santa Clara,USA,37.400367,-121.985711,,,
597,mBeat Media,Reston,USA,38.94794,-77.347961,,,
598,mydeco,London,GBR,51.518101,-0.468617,,,
599,Conviva,San Mateo,USA,37.552806,-122.2916021,,,
600,IMedExchange,Seattle,USA,47.6136485,-122.3371174,Starbucks,47.61386599999999,-122.336973
601,BeliefNetworks,Charleston,USA,32.783932,-79.999591,,,
602,BeliefNetworks,New York,USA,40.746944,-73.983926,Starbucks,40.74850250000001,-73.9851667
603,Robotgalaxy,New York,USA,40.737216,-73.990947,Starbucks,40.73634699999999,-73.99107599999999
604,Sonopia,Menlo Park,USA,37.477944,-122.151234,Starbucks,37.480185,-122.151151
605,3Leaf,Santa Clara,USA,37.381034,-121.971487,Starbucks,37.3811059,-121.9744109
606,"ServusXchange, LLC",Pompano Beach,USA,26.2341552,-80.1540226,,,
607,WildBlue,Englewood,USA,39.6478,-104.9875,,,
608,Iken Solutions,Buenos Aires,ARG,-34.4942649,-58.5511077,,,
609,Fuego Nation,San Francisco,USA,37.775196,-122.419204,Starbucks,37.7770595,-122.417347
610,Dragonfly,New York,USA,40.756054,-73.986951,Starbucks,40.7567274,-73.9858802
611,Jasper Wireless,Mountain View,USA,37.394392,-122.04221,,,
612,Kickfire,Santa Clara,USA,37.381876,-121.95993,,,
613,RingCube Technologies,Mountain View,USA,37.3915589,-122.0702643,,,
614,RJMetrics,Philadelphia,USA,39.9443552,-75.1257381,,,
615,Transera Communications,Sunnyvale,USA,37.3521697,-122.0622892,,,
616,Aquest Systems,Sunnyvale,USA,37.390956,-122.032795,Starbucks,37.3882714,-122.0303535
617,Double Fusion,San Francisco,USA,37.7887135,-122.3927145,Starbucks,37.788417,-122.393662
618,5th Finger,San Francisco,USA,37.7900992,-122.4021988,Starbucks,37.7896675,-122.4019931
619,Pano Logic,Menlo Park,USA,37.477037,-122.15164,,,
620,Tendril,Boulder,USA,40.026422,-105.228284,,,
621,SundaySky,Tel Aviv,ISR,32.1115098,34.8388443,,,
622,Xumii,San Mateo,USA,37.563585,-122.324621,Starbucks,37.562897,-122.323927
623,Xumii,North Sydney,AUS,-33.924567,151.038064,,,
624,ScaleMP,Cupertino,USA,37.3229727,-122.0385792,Starbucks,37.3239724,-122.03642
625,Nangate,Sunnyvale,USA,37.4043966,-122.0213965,,,
626,Nangate,New Delhi,IND,28.53536,77.2419522,Starbucks,28.5341408,77.2429429
627,F-Origin,Pleasanton,USA,37.666359,-121.884589,,,
628,Vocalocity,Atlanta,USA,33.7812614,-84.3675617,Starbucks,33.780223,-84.368832
629,Certess,Campbell,USA,37.295516,-121.960102,Starbucks,37.2946671,-121.9627709
630,Zeugma Systems,"Richmond, BC",CAN,49.1739359,-123.071751,,,
631,Ruckus Wireless,Sunnyvale,USA,37.3913,-122.037538,,,
632,VisualOn,Santa Clara,USA,37.270518,-121.955879,,,
633,Heyzap,San Francisco,USA,37.7905538,-122.4041485,Starbucks,37.79067,-122.403891
634,Meez,San Francisco,USA,37.785271,-122.397582,Starbucks,37.784833,-122.39996
635,SparkBase,Cleveland,USA,41.513652,-81.666101,,,
636,6th Sense Analytics,Morrisville,USA,35.864045,-78.820816,,,
637,KlickSports,Los Angeles,USA,34.0431973,-118.445584,,,
638,PEX Card,New York,USA,40.752539,-73.987871,Starbucks,40.753668,-73.988402
639,Open Kernel Labs,Chicago,USA,41.878984,-87.637,Starbucks,41.878874,-87.63592899999999
640,Xangati,San Jose,USA,37.32136,-122.014616,Starbucks,37.323404,-122.011309
641,RockeTalk,Puthanathani,IND,32.895605,-117.188893,,,
642,ZinkoTek,San Rafael,USA,38.0148706,-122.5411756,,,
643,UpSpring,Austin,USA,30.396276,-97.732769,,,
644,Corefino,Sunnyvale,USA,37.384206,-121.992805,,,
645,Qualvu,Lakewood,USA,39.661171,-105.352174,,,
646,HiWired,Needham,USA,42.2960173,-71.2128734,,,
647,Verified Identity Pass,Palm Coast,USA,29.598713,-81.222298,,,
648,Power Analog Microelectronics,Santa Clara,USA,37.3767076,-121.997483,,,
649,NoiseFree,Sunnyvale,USA,37.3868616,-121.9917771,,,
650,Neuralitic Systems,"MontrÃ©al, Qc",CAN,45.5044288,-73.5570651,Starbucks,45.5054333,-73.5582776
651,Shocking Technologies,San Jose,USA,37.261986,-121.784279,,,
652,Mobius Microsystems,Sunnyvale,USA,37.377787,-122.029217,Starbucks,37.37645,-122.031566
653,Appscio,Freedom,USA,36.9397206,-121.7768449,Starbucks,36.940026,-121.775378
654,FastScaleTechnology,Santa Clara,USA,37.370056,-121.973157,,,
655,Comixology,New York,USA,40.740512,-73.987794,Starbucks,40.740194,-73.986767
656,Apprion,Mountain View,USA,37.417485,-122.075789,Starbucks,37.415785,-122.077546
657,Vantrix,"Montreal, Quebec",CAN,45.4949481,-73.5740025,Starbucks,45.4966371,-73.5729952
658,NEXAGE,Boston,USA,37.4777028,-121.9250553,,,
659,Quantum Secure,San Jose,USA,37.367838,-121.915594,Starbucks,37.37096289999999,-121.9171986
660,SpaceClaim,Concord,USA,42.462373,-71.387308,,,
661,MiNOWireless,Santa Clara,USA,37.404044,-121.978956,,,
662,burrp!,Mumbai,IND,19.017656,72.856178,,,
663,Carrier IQ,Mountain View,USA,37.3955775,-122.0833286,,,
664,KODA,San Francisco,USA,37.788796,-122.40971,Starbucks,37.789146,-122.408456
665,KODA,New Orleans,USA,29.9739941,-90.0822015,,,
666,VidSys,Marlborough,USA,42.338955,-71.595339,,,
667,VidSys,Vienna,USA,38.9160555,-77.230947,,,
668,Cyan,Petaluma,USA,38.2743225,-122.6670066,Starbucks,38.275984,-122.668159
669,Ginger Software,Lexington,USA,42.4352222,-71.2344601,,,
670,TechForward,Los Angeles,USA,34.146503,-118.613385,,,
671,Mobifusion,,USA,37.552104,-121.9780378,,,
672,Medio,Seattle,USA,47.611827,-122.331308,Starbucks Reserve Roastery,47.614039,-122.328079
673,Socialize,San Francisco,USA,38.88521,-76.998641,Starbucks,38.88364199999999,-76.99518599999999
674,Etology,Foster City,USA,37.561111,-122.270487,Starbucks,37.559204,-122.2673
675,Gecko Audio,Palo Alto,USA,37.437328,-122.159928,,,
676,Casabi,Campbell,USA,37.293687,-121.934573,Starbucks,37.294733,-121.930948
677,Casabi,Paris,FRA,48.8722501,2.3283343,Starbucks Coffee,48.87024719999999,2.3273903
678,Space-Time Insight,San Mateo,USA,37.555773,-122.27977,Starbucks,37.556934,-122.27598
679,Verve Mobile,Encinitas,USA,33.03898,-117.293385,Starbucks,33.040176,-117.292862
680,WANdisco,San Ramon,USA,37.769205,-121.966395,,,
681,WANdisco,Sheffield,GBR,53.3800107,-1.4629301,Starbucks Coffee,53.3803827,-1.4679516
682,Delphix,Menlo Park,USA,37.4239496,-122.1011815,,,
683,Zapproved,Portland,USA,45.5251,-122.8097,,,
684,7 Billion People,Austin,USA,30.408322,-97.748077,,,
685,Fortumo,Tartu,EST,58.3754107,26.7212208,,,
686,Fortumo,San Francisco,USA,59.42145,24.8021233,,,
687,Mashup Arts,Halifax,CAN,43.648786,-79.3777473,Starbucks,43.64928219999999,-79.3782595
688,Tinychat,Glen Cove,USA,42.3756409,-72.5196907,Starbucks,42.376776,-72.51961899999999
689,Punch Entertainment,Palo Alto,USA,37.4233698,-122.0986859,Starbucks,37.4218,-122.096419
690,YOUnite,Mountain View,USA,37.388077,-122.08316,Starbucks,37.387571,-122.083068
691,Geewa,Prague 8,CZE,50.0938491,14.4505336,Starbucks,50.0939253,14.4517953
692,Pocket Communications Northeast,Bloomfield,USA,41.853615,-72.70375,,,
693,Intercasting,San Diego,USA,32.718834,-117.163841,,,
694,L4 Mobile,Seattle,USA,47.676762,-122.2049192,Starbucks,47.675855,-122.206581
695,AppNeta,SOUTH BOSTON,USA,42.318138,-71.24756,,,
696,AirPatrol Corporation,Burnaby,CAN,49.2549899,-122.9170962,,,
697,AppZero,Andover,USA,42.6751888,-71.1469003,,,
698,M3X Media,West Palm Beach,USA,26.72868,-80.099946,,,
699,Crispy Gamer,New York,USA,40.750597,-73.985273,Starbucks,40.751009,-73.987141
700,Conveneer,Lund,SWE,55.714683,13.2170029,,,
701,UnboundID,Austin,USA,30.498112,-97.777273,,,
702,Viridity Software,Burlington,USA,42.4871509,-71.1986329,,,
703,Optify,Seattle,USA,47.603364,-122.333359,Starbucks,47.6041558,-122.3308269
704,Unity Technologies,San Francisco,USA,55.6924605,12.530107,,,
705,Evostor,Campbell,USA,37.232902,-121.964385,Starbucks Reserve,37.235607,-121.964498
706,IGLOO Software,Kitchener,CAN,43.4496954,-80.487328,,,
707,Jama Software,Portland,USA,45.5309644,-122.68038,Starbucks,45.52990399999999,-122.6825529
708,iPharro Media,Darmstadt,DEU,49.8740096,8.6605881,,,
709,iPharro Media,New York,USA,40.7438356,-73.9890149,Starbucks,40.743839,-73.988846
710,Rebit,Longmont,USA,40.146898,-105.1350397,Starbucks,40.147331,-105.13144
711,Powervation,San JOSE,USA,37.442601,-122.162159,,,
712,AnySource Media,Malvern,USA,40.054547,-75.515376,,,
713,SpaBooker,New York,USA,40.738567,-73.987199,Starbucks,40.738003,-73.988502
714,Zinwave,Cambridge,GBR,52.1367844,0.0732335,,,
715,Zinwave,Woodland Hills,USA,34.185596,-118.596228,Starbucks,34.187788,-118.599239
716,Infobright,"Toronto, Ontario",CAN,43.6490631,-79.3749698,Starbucks,43.6487479,-79.37251189999999
717,Infobright,Chicago,USA,42.377467,-71.401307,,,
